source_file,english_like_text_not_matched_by_fa_i18n
index.html,"within‑subject manipulation of message type (emotional framing vs matched informational controls; short‑term vs long‑term framing) and regulatory stance (passive, reappraisal‑like regulation, counter‑arguing)."
index.html,Example hypotheses (summarized)
index.html,Connectivity modulation:
index.html,stronger vlPFC/vmPFC–amygdala coupling modulation during successful resistance (vs passive viewing).
index.html,EEG ↔ fMRI correspondence:
index.html,increases in frontal midline theta and/or reduced LPP during regulation covary with ACC/dlPFC BOLD engagement.
index.html,Stress and reduced flexibility:
index.html,higher chronic stress/allostatic load predicts reduced context sensitivity and weaker neural–behavioral coupling.
index.html,Reproducibility & governance
index.html,The agenda treats
index.html,transparency and dual‑use governance
index.html,"as first‑class constraints: preregistration of primary outcomes, ROI‑first inference, quality‑control reporting for EEG–fMRI artifacts, and explicit restrictions against exploitative applications in vulnerable populations."
index.html,Project Page (Dashboard)
index.html,Download Paper (DOCX)
index.html,Download Paper (PDF)
index.html,Author:
index.html,"Lotfifar, A. M."
index.html,The E.M.E.R.G.E+ Framework: A Theoretical Model for Meaning Emergence Through Dual Entropy Dynamics
index.html,February 2026 (v1 preprint-ready)
index.html,Theoretical research article + computational simulations (no empirical participant data; n = 0)
index.html,meaning; entropy; psychedelics; active inference; consciousness; emotion regulation
index.html,Problem the framework addresses
index.html,"Psychedelics often produce experiences rated as deeply meaningful while increasing neural signal diversity (“entropy” proxies). At the same time, active inference / free‑energy accounts emphasize uncertainty reduction as adaptive. E.M.E.R.G.E+ resolves this by separating"
index.html,two kinds of meaning emergence
index.html,that have different entropy signatures.
index.html,: emerges during everyday coherent functioning via gradual entropy reduction.
index.html,: emerges via a
index.html,biphasic trajectory
index.html,"during critical transitions (e.g., psychedelic sessions): transient entropy elevation (onset/peak) followed by deep entropy reduction (descent/integration)."
index.html,Formalization
index.html,": coupled differential equations specify emotional entropy dynamics, arousal/energy terms, and boundary conditions across timescales (seconds–minutes vs hours–days)."
index.html,"Computational demonstrations (illustrative, not empirical)"
index.html,Simulations are mathematical demonstrations using hypothetical parameters (Python; Euler integration; seed = 2025). They illustrate qualitative behavior and internal consistency.
index.html,Routine demo (10 s):
index.html,emotional entropy proxy H
index.html,0.000 → −0.714 while routine meaning M
index.html,Transformative demo (0–8 h):
index.html,"peaks at 0.895 (≈ 2 h) then drops to −0.455 by 8 h (below baseline), with normalized cumulative transformative meaning reaching 1.000."
index.html,Falsifiable predictions (examples)
index.html,"Neural signal diversity measures (e.g., Lempel–Ziv complexity) should"
index.html,increase at peak
index.html,and then
index.html,decrease post‑peak
index.html,", potentially undershooting baseline in a subset of individuals."
index.html,The magnitude of the
index.html,post‑peak decrease
index.html,"should correlate with retrospective meaning ratings (e.g., MEQ30)."
index.html,"Phase‑2 dynamics (descent/integration) may be more outcome‑relevant than peak intensity, motivating monitoring windows of ~8–12 hours and integration supports during descent."
index.html,"Current status is explicitly theoretical (n = 0). The manuscript specifies operationalizations and validation protocols, and commits to sharing simulation code/outputs and preregistered empirical tests to support disconfirmable science."
index.html,The Digital Mirror Exposure Paradox: A Neurocognitive Framework for Understanding Beauty Filter Effects on Adolescent Self-Perception
index.html,"Theoretical framework paper (≈ 15k words) with computational formalization + 17 testable hypotheses (behavior, EEG, fMRI)"
index.html,beauty filters; body image; adolescence; self‑discrepancy; neurocognitive framework; digital mental health
index.html,Core claim
index.html,Beauty filters do something psychologically “special”: they create an
index.html,intrapersonal ideal
index.html,"(a more attractive version of the self) that is highly accessible, self‑resembling, and socially reinforced. The paradox is that a tool adopted to feel better can, over time, intensify dissatisfaction and avoidance."
index.html,Six-component framework (mechanistic model)
index.html,Algorithmic enhancement
index.html,of facial features (observable modifications).
index.html,Actual–digital self‑discrepancy
index.html,(filtered self becomes an “ideal self”).
index.html,Perceptual recalibration
index.html,(filtered self becomes the perceptual baseline).
index.html,Self‑objectification
index.html,and heightened appearance monitoring.
index.html,Filter dependence
index.html,as avoidance/safety behavior (reluctance to appear unfiltered).
index.html,Downstream psychosocial outcomes
index.html,"(e.g., distress, depression/eating‑risk pathways, social anxiety) with explicit notes on evidence vs theory."
index.html,Computational formalization (examples)
index.html,Body dissatisfaction trajectory:
index.html,Recalibration threshold:
index.html,P(filtered baseline) = 1 / (1 + e
index.html,Dependence via negative reinforcement:
index.html,V(filter) = −λ × E[distress | unfiltered]
index.html,Testable predictions (high-level)
index.html,develop and validate an Actual‑Digital Self‑Discrepancy Scale (ADSDS); test 4–6 week exposure effects on self‑image ratings; model 6–12+ month dependence trajectories.
index.html,"larger LPP to filtered self‑images (emotional salience), rightward FAA shifts during unfiltered self‑viewing (withdrawal motivation), with early face encoding (e.g., N170) predicted to be less affected than late evaluative components."
index.html,"predicted modulation of self‑referential network (mPFC/precuneus/PCC), reward valuation (ventral striatum), and conflict/control (dACC/dlPFC), with amygdala reactivity and connectivity effects in high‑dissatisfaction groups."
index.html,Interventions:
index.html,"filter abstinence, media‑literacy/self‑compassion training, and graded exposure to unfiltered self‑presentation, with explicit effect‑size targets in hypotheses."
index.html,Methodological roadmap & ethics
index.html,The paper proposes research designs that balance ecological validity and participant protection:
index.html,EMA + passive sensing for real‑world filter exposure; optional computer‑vision quantification of filter intensity.
index.html,Within‑subject laboratory paradigms presenting
index.html,filtered vs unfiltered self
index.html,"(EEG/fMRI), plus hybrid designs linking daily behavior to neural change."
index.html,"Explicit safeguarding for minors (privacy, secure storage, deletion of selfies, distress monitoring, opt‑out and stop rules)."
index.html,Islands of Your Mind: Thinking Styles for Everyday Life
index.html,Source book
index.html,underpinning two web implementations built from the same dataset.
index.html,Mind Islands variant
index.html,The full book details and the two apps are linked across the site for quick navigation.
index.html,Original Title:
index.html,Language:
index.html,Persian (فارسی)
index.html,Publisher:
index.html,To be announced
index.html,is a forthcoming Persian-language book that introduces evidence-informed models of thinking and decision-making.
index.html,"It summarizes recurring cognitive patterns (e.g., biases, habit loops, and emotion-driven choices) and links them to practical reflection tools and structured exercises."
index.html,"The aim is to help readers describe their current thinking style clearly and adjust it in a realistic, actionable way."
index.html,"Using the metaphor of islands, the book introduces nine main thinking styles:"
index.html,Island of Analysts - Breaking problems into pieces and searching for cause and effect
index.html,Island of Creators - Breaking out of familiar frameworks and finding unconventional solutions
index.html,Island of Questioners - Evaluating sources and logic before accepting any claim or news
index.html,Empathetic Thinking
index.html,Island of Empaths - Understanding the feelings and experiences of others
index.html,Systems Thinking
index.html,Island of Systems Thinkers - Seeing problems as products of patterns and hidden structures
index.html,Island of Strategists - Bringing future years into the equation alongside today
index.html,Experimental/Scientific Thinking
index.html,Island of Experimenters - Testing small versions of decisions in practice
index.html,Integrative Thinking
index.html,Island of Integrators - Combining multiple thinking styles when one is not enough
index.html,"Island of Reflectors - Stepping back to ask: ""How did I think that brought me here?"""
index.html,Chapter Zero: 24 Hours with Your Mind
index.html,"Before anything else, observe how you think. This chapter contains five practical exercises to help you observe your current mind without judgment."
index.html,Chapter One: The Mind Workshop - Common Ground of the Islands
index.html,"General framework: automatic vs. conscious mind, the map of 9 islands, and basic neuroscience knowledge"
index.html,Chapters 2-10: Journey to the Islands
index.html,"Each chapter focuses on one thinking style with real-life scenarios, neuroscience explanations, and practical exercises"
index.html,Key Features
index.html,Science Communication:
index.html,"Translates complex cognitive psychology and neuroscience concepts into simple, practical language"
index.html,Practical Application:
index.html,Each thinking style includes actionable exercises and real-life examples from everyday situations
index.html,Evidence-Based:
index.html,Grounded in cognitive psychology and contemporary neuroscience research
index.html,Accompanied by the THINK-360+ Progressive Web Application
index.html,Exercise-Focused:
index.html,Chapter Zero is entirely exercise-based; each chapter ends with specific practice activities
index.html,This book may be relevant for readers who:
index.html,experience complex or persistent thoughts yet find decision-making unclear
index.html,invest substantial effort in thinking but perceive weak outcomes
index.html,"notice recurring patterns in relationships, study, work, or finances"
index.html,reach similar dead ends across different contexts
index.html,"recognize that durable change may require examining underlying thinking styles, not only changing external circumstances"
index.html,"A comprehensive Progressive Web Application (PWA) developed as an interactive companion to the book, transforming concepts into interactive cognitive exercises:"
index.html,Technology
index.html,"6,000+ lines of production code (HTML5, CSS3, JavaScript ES6+, Service Workers)"
index.html,Features
index.html,"Interactive exercises, progress tracking, bookmarks, local persistence"
index.html,Complete Persian/English interface with RTL support
index.html,Architecture
index.html,Multi-page PWA with hierarchical navigation and deep linking
index.html,Try Interactive Platform
index.html,"School Consulting & Private Tutoring • Tehran, Iran"
index.html,"Since 2016, I have been providing educational support and psychological services through two interconnected paths: volunteer consulting at my former middle school and private tutoring specializing in mathematics instruction for children with learning difficulties and cognitive impairments."
index.html,What began as straightforward mathematics tutoring evolved into a profound interest in neuroscience and cognitive rehabilitation
index.html,"after encountering a student whose learning challenges opened my eyes to the fascinating intersection of brain function, learning, and therapeutic intervention."
index.html,School-Based Volunteer Consulting
index.html,Setting & Background
index.html,I maintain an ongoing volunteer relationship with the middle school where I studied during my own adolescence. This unique connection allows me to give back to the institution that shaped my early education while gaining valuable practical experience in educational psychology and child development.
index.html,Role:
index.html,"Provide temporary, as-needed psychological and educational support on a volunteer basis"
index.html,Student Population:
index.html,"Middle school students (grades 7-9, ages 12-15) with diverse backgrounds and needs"
index.html,Services Provided
index.html,Working with Children:
index.html,"Direct engagement with students experiencing behavioral, emotional, or academic challenges"
index.html,Educational Support:
index.html,"Assist with teaching and learning strategies, particularly for students struggling with mathematics"
index.html,Talent Discovery:
index.html,"Help identify and nurture students' strengths, abilities, and potential talents"
index.html,Consultation:
index.html,Informal consultation with teachers and administrators on student needs and effective interventions
index.html,Referral Support:
index.html,Identify students who would benefit from more intensive private intervention and facilitate appropriate referrals
index.html,Bridge to Private Practice
index.html,"For students requiring more intensive support than can be provided in the school setting, I offer private tutoring and play therapy services. This arrangement allows for:"
index.html,Continuity of care:
index.html,Seamless transition from school-based identification to private intervention
index.html,Intensive support:
index.html,One-on-one mathematics tutoring and play therapy for students with significant learning challenges
index.html,Specialized intervention:
index.html,"Tailored approaches for students with cognitive impairments, TBI history, or developmental delays"
index.html,Long-term follow-up:
index.html,Sustained support that extends beyond what schools can typically provide
index.html,Private Tutoring & Therapeutic Educational Services
index.html,Mathematics Tutoring Specialization
index.html,"Children and adolescents with specific learning disorders (dyscalculia, ADHD)"
index.html,Students with developmental delays or intellectual disabilities
index.html,Individuals with traumatic brain injury (TBI) history
index.html,Adults with cognitive impairments affecting mathematical reasoning
index.html,Play Therapy Integration
index.html,"For students referred from the school (and others) who require more than academic support, I incorporate play therapy techniques into educational interventions. This integrated approach addresses both cognitive and emotional aspects of learning difficulties."
index.html,Play-Based Learning:
index.html,Using games and play activities to teach mathematical concepts
index.html,Emotional Support:
index.html,"Addressing anxiety, frustration, and self-esteem issues that interfere with learning"
index.html,Cognitive Engagement:
index.html,"Building foundational cognitive skills (attention, working memory, executive function)"
index.html,Relationship Building:
index.html,"Creating a safe, supportive environment where students feel comfortable making mistakes and taking risks"
index.html,The Case That Changed My Path
index.html,A Turning Point in My Career Journey
index.html,How working with a student with TBI led me to neuroscience
index.html,The Student
index.html,"In my early years of tutoring (before I began formal psychology studies), I worked with a 30-year-old male student for approximately 1.5 years who presented profound mathematical learning difficulties that I initially could not understand or effectively address."
index.html,Presenting Challenges:
index.html,Complete absence of abstract thinking:
index.html,Unable to represent or manipulate numbers mentally
index.html,Severe working memory deficits:
index.html,"Could not hold even simple calculations like ""3 × 7"" in mind"
index.html,"Concrete, one-by-one counting:"
index.html,Had to physically count each unit individually; could not use grouping strategies
index.html,No mental number line:
index.html,Lacked internal representation of numerical magnitude and relationships
index.html,Inability to generalize:
index.html,Each problem had to be solved from scratch; could not apply learned strategies to new situations
index.html,Medical History:
index.html,Childhood seizure disorder:
index.html,Experienced recurrent seizures during developmental years
index.html,Traumatic brain injury (TBI):
index.html,Sustained brain injury that likely contributed to cognitive impairments
index.html,Long-term cognitive sequelae:
index.html,"Persistent difficulties with abstract reasoning, working memory, and numerical cognition"
index.html,Case-Informed Tutoring Adaptation (TBI-related learning constraints)
index.html,"Early tutoring work with a learner showing severe, persistent mathematical impairment after traumatic brain injury highlighted the limits of standard instruction and the need for individualized, evidence-informed adaptation."
index.html,Instructional adaptations (high level):
index.html,"Shifted from primarily verbal/abstract explanations to concrete manipulatives and structured, game-based tasks."
index.html,Reduced performance pressure by using error-tolerant practice and incremental mastery goals.
index.html,Applied scaffolding and multi-sensory representations to support working memory and concept formation.
index.html,Professional takeaways:
index.html,Learning outcomes can reflect underlying cognitive and neural constraints; instructional design benefits from aligning with the learner’s cognitive profile.
index.html,"Motivated formal training in psychology, neuropsychology, and cognitive neuroscience with an interest in rehabilitation and evidence-based intervention."
index.html,Exposure to TBI-related learning constraints reinforced my interest in brain-behavior mechanisms and translational research that improves educational and therapeutic interventions.
index.html,Teaching Approach & Methods
index.html,Therapeutic Educational Framework
index.html,"My approach has evolved substantially since 2016, now integrating neuropsychological principles with educational and therapeutic techniques:"
index.html,Cognitive Assessment
index.html,Informal assessment of cognitive strengths and weaknesses
index.html,"Identifying specific areas of difficulty (working memory, attention, processing speed)"
index.html,Understanding learning profile to tailor instruction
index.html,Individualized Instruction
index.html,Errorless learning techniques to build confidence
index.html,Concrete-to-abstract progression
index.html,Multisensory teaching methods
index.html,Cognitive scaffolding and support
index.html,Play-Based Learning
index.html,Mathematical games and puzzles
index.html,Physical manipulatives and hands-on activities
index.html,Playful exploration of concepts
index.html,Reduced anxiety through non-evaluative activities
index.html,Emotional Support
index.html,Building self-efficacy and confidence
index.html,Addressing math anxiety and learned helplessness
index.html,Creating safe space for making mistakes
index.html,Celebrating small victories and progress
index.html,Neuroscience-Informed Practice
index.html,Understanding brain-based learning principles
index.html,Recognizing signs of cognitive fatigue
index.html,Adapting to attentional limitations
index.html,Supporting executive function development
index.html,‍‍Family Collaboration
index.html,Parent consultation and guidance
index.html,Home practice recommendations
index.html,Progress updates and feedback
index.html,Referrals to specialists when needed
index.html,Student Outcomes & Impact
index.html,"While outcomes vary substantially based on each student's unique profile and challenges, consistent themes emerge:"
index.html,Improved confidence:
index.html,Students develop more positive attitudes toward mathematics and learning
index.html,Reduced anxiety:
index.html,"Math anxiety decreases through supportive, playful approaches"
index.html,Skill development:
index.html,Gradual improvement in foundational mathematical skills within the limits of cognitive capacity
index.html,Better self-understanding:
index.html,Students gain awareness of their learning strengths and challenges
index.html,Family support:
index.html,Parents gain strategies for supporting their child's learning at home
index.html,Appropriate referrals:
index.html,"When needed, families receive guidance toward specialized services (neuropsychological evaluation, occupational therapy, etc.)"
index.html,Important Note:
index.html,"I am realistic about limitations. For students with significant cognitive impairments (like the TBI case described above), progress in mathematical learning may be minimal despite best efforts. In these cases, the goal shifts toward building confidence, developing compensatory strategies, and ensuring students feel supported and valued—not ""fixed"" or ""cured."""
index.html,Skills Developed Through This Work
index.html,Play Therapy
index.html,Neuropsychological Understanding
index.html,TBI & Brain Injury
index.html,Mathematics Instruction
index.html,Behavioral Observation
index.html,Parent Consultation
index.html,Therapeutic Relationship
index.html,Patience & Empathy
index.html,Connection to Graduate Studies
index.html,This hands-on experience working with children and adults with cognitive impairments has profoundly shaped my research interests and career goals. It has shown me firsthand the critical importance of understanding neural mechanisms underlying learning and cognition.
index.html,Every student I work with reinforces my commitment to pursuing neuroscience research that can ultimately inform better educational and therapeutic interventions.
index.html,"My experience with the TBI case, in particular, ignited a passion for understanding brain injury, neural rehabilitation, and the relationship between brain structure and cognitive function—themes that continue to drive my academic pursuits and future research aspirations. This practical foundation in working directly with individuals facing cognitive challenges provides invaluable context for my interest in cognitive neuroscience and neuropsychological research."
index.html,"PVD Kavian Co. • Tehran, Iran • 2019 - Present"
index.html,Open payroll dashboard
index.html,View dashboard details
index.html,Position Overview
index.html,Support PVD Kavian Co. (Kavico)—a PVD coating services company—in building data-driven operations: from client-facing web presence to internal HR analytics and payroll automation.
index.html,Employment Timeline:
index.html,Full-time role (operations analytics + reporting)
index.html,2021-Present:
index.html,Part-time consultant (automation + dashboard maintenance)
index.html,This role blends real-world business constraints with rigorous data validation and reporting—skills that transfer directly to research workflows.
index.html,Key digital deliverables (Web + HR dashboards)
index.html,Kavico corporate website (FA/EN):
index.html,"service pages, bilingual navigation, SEO-ready structure —"
index.html,live demo
index.html,KIA Coating product catalog:
index.html,product listing and catalog UX —
index.html,Kavian HR & Payroll dashboard (local-first):
index.html,attendance tracking + payroll calculation engine —
index.html,open dashboard
index.html,view details
index.html,Payroll dashboard capabilities:
index.html,"Company/workshop profile (legal IDs, managers) + personnel management (profiles, photos, bank info)."
index.html,"Multi-month attendance (Solar Hijri) with per-day statuses (workday/holiday/Friday), configurable lateness/early-leave thresholds, and per-employee work-hour overrides."
index.html,"Rule-based payroll: overtime and Friday multipliers, lunch deduction, leave handling, conditional penalties, advances, and pro‑rata settings."
index.html,"Compliance knobs: labor-law rates, social security settings, and payroll tax parameters (per employee)."
index.html,"Management outputs: data validation checks, monthly summary reports, Excel export, printable payslips, and digital signature panel."
index.html,Local-first delivery: runs as a single browser page on a local PC (no server). Data persists in local storage and can be imported/exported.
index.html,Core Responsibilities
index.html,Financial Analysis & Accounting
index.html,Financial Reporting:
index.html,"Prepare comprehensive financial statements, cash flow analyses, and budget reports"
index.html,Accounting Management:
index.html,"Oversee accounting operations including ledger maintenance, reconciliation, and financial documentation"
index.html,Financial Forecasting:
index.html,"Develop quantitative models for revenue projection, expense forecasting, and financial planning"
index.html,Cost Analysis:
index.html,Conduct detailed cost-benefit analyses for business decisions and investment opportunities
index.html,Budget Management:
index.html,"Design and monitor departmental budgets, variance analysis, and resource allocation"
index.html,Data Analytics & Business Intelligence
index.html,Business Intelligence Dashboards:
index.html,Design and implement interactive Power BI dashboards for real-time business monitoring and decision support
index.html,"Create automated data extraction, transformation, and loading (ETL) processes to streamline reporting"
index.html,"Conduct comprehensive analyses of business datasets to identify trends, patterns, and actionable insights"
index.html,KPI Development:
index.html,Define and track key performance indicators aligned with organizational goals
index.html,"Transform complex datasets into clear, accessible visualizations for stakeholder communication"
index.html,Predictive Analytics:
index.html,Apply statistical modeling techniques to forecast business outcomes and support strategic planning
index.html,Strategic Management & Consulting
index.html,Statistical Consulting:
index.html,Advise management on appropriate analytical methods for business questions and data-driven decision-making
index.html,Management Reporting:
index.html,Prepare executive-level reports synthesizing financial and operational data for strategic decisions
index.html,Risk Assessment:
index.html,Identify financial and operational risks through quantitative analysis and develop mitigation strategies
index.html,Process Optimization:
index.html,Analyze business workflows and recommend data-driven improvements for efficiency and cost reduction
index.html,Design metrics and evaluation frameworks for assessing organizational and departmental performance
index.html,Technical Skills & Tools
index.html,Business Intelligence & Visualization
index.html,Power BI (Working Knowledge):
index.html,Dashboard Development:
index.html,Created basic interactive dashboards for financial tracking and reporting
index.html,DAX Functions:
index.html,Working knowledge of DAX formulas for calculations and measures
index.html,Basic understanding of data models and relationships
index.html,Power Query:
index.html,Data transformation and cleaning using Power Query
index.html,Report Creation:
index.html,Designed reports with standard visualizations for business needs
index.html,Microsoft Excel (Advanced)
index.html,Pivot Tables & Charts
index.html,SQL (Basic)
index.html,Statistical & Analytical Methods
index.html,Regression Analysis
index.html,Time Series Forecasting
index.html,Financial Modeling
index.html,Risk Analysis
index.html,Variance Analysis
index.html,Correlation Analysis
index.html,Trend Analysis
index.html,Monte Carlo Simulation
index.html,Sensitivity Analysis
index.html,Programming & Data Science
index.html,Python:
index.html,"pandas, NumPy for data manipulation and analysis"
index.html,Statistical computing and specialized financial analyses
index.html,"Database queries, joins, and data extraction"
index.html,Excel VBA:
index.html,Automation of repetitive tasks and custom functions
index.html,Key Projects & Achievements
index.html,Financial Reporting & Dashboard Development
index.html,Power BI & Excel • 2020-Present
index.html,Management needed better visibility into financial performance and operational metrics beyond static monthly Excel reports.
index.html,Developed basic Power BI dashboards and Excel-based reports to provide clearer financial tracking and performance monitoring.
index.html,"Created simple dashboards for tracking cash flow, revenue, and expenses"
index.html,Improved report clarity through better visualizations and data organization
index.html,Reduced time spent on manual data compilation
index.html,Provided more accessible reporting format for management
index.html,Data Quality & Process Optimization Initiative
index.html,Inconsistent data entry practices and lack of standardization led to errors in financial reporting and time-consuming data cleaning.
index.html,"Implemented comprehensive data quality protocols including validation rules, standardized templates, and automated error detection systems."
index.html,85% reduction
index.html,in data entry errors
index.html,Standardized processes
index.html,ensuring consistency across all financial documentation
index.html,Audit-ready records
index.html,with complete documentation and traceability
index.html,Training program
index.html,developed for staff on data quality best practices
index.html,Cost Optimization Analysis
index.html,Rising operational costs without clear visibility into cost drivers or opportunities for efficiency improvements.
index.html,"Conducted comprehensive cost analysis identifying expense categories, benchmarking against industry standards, and recommending optimization strategies."
index.html,Identified savings
index.html,of 18% in operational expenses through process improvements
index.html,Vendor negotiations
index.html,informed by data analysis resulting in better contract terms
index.html,Resource reallocation
index.html,recommendations optimizing staffing and workflow
index.html,Professional Development & Learning
index.html,This position has required continuous self-directed learning to stay current with evolving tools and methodologies:
index.html,Power BI Basics:
index.html,Learned fundamental dashboard creation and data visualization
index.html,Financial Acumen:
index.html,"Developed understanding of accounting principles, financial statements, and business finance"
index.html,Communication Skills:
index.html,Learned to present analytical findings clearly to management
index.html,Business Context:
index.html,Gained practical understanding of how data supports business decisions
index.html,Transferable Skills for Research
index.html,Direct Applications to Neuroscience Research
index.html,The analytical and technical skills developed in this role are directly transferable to computational and cognitive neuroscience research:
index.html,Data Management
index.html,"Experience with large, messy real-world datasets"
index.html,"Data cleaning, validation, and quality assurance"
index.html,ETL pipeline development
index.html,Database design and optimization
index.html,Analytical Rigor
index.html,Systematic approach to data analysis
index.html,Hypothesis-driven investigation
index.html,Statistical modeling and inference
index.html,Reproducible analysis workflows
index.html,Technical Proficiency
index.html,"Programming for data analysis (Python, R)"
index.html,Advanced visualization techniques
index.html,Automation of repetitive tasks
index.html,Version control and documentation
index.html,Problem-Solving
index.html,Identifying appropriate methods for ambiguous questions
index.html,Iterative refinement of analysis approaches
index.html,Troubleshooting technical issues independently
index.html,Creative solutions to data challenges
index.html,Communication
index.html,Translating technical findings for diverse audiences
index.html,Data storytelling and visualization
index.html,Report writing and documentation
index.html,Stakeholder management
index.html,⏱Professional Skills
index.html,Time management with competing priorities
index.html,Meeting deadlines under pressure
index.html,Self-directed learning and adaptation
index.html,Attention to detail and accuracy
index.html,Financial Independence & Academic Support
index.html,This part-time consulting work strengthened my applied statistics and reproducible analysis skills through real client datasets and clear communication of results.
index.html,Full-Time Period (2019-2021):
index.html,Enabled me to complete undergraduate studies without financial constraints while gaining practical analytical experience
index.html,Part-Time Period (2021-Present):
index.html,"Continues to support graduate school applications, professional development courses, research tools, and academic conferences"
index.html,"Purchased necessary software licenses (SPSS, specialized tools), books, and equipment without relying on external funding"
index.html,Professional Development:
index.html,"Funded certifications, courses, and training programs that enhanced my research capabilities"
index.html,Part-time arrangement allowed me to focus on research projects and manuscript preparation while maintaining financial stability
index.html,This position demonstrates not only my practical analytical capabilities but also my ability to balance professional responsibilities with academic commitments—a skillset essential for successful graduate research where projects often extend beyond traditional work hours.
index.html,Company Context: PVD Kavian Co.
index.html,About the Organization:
index.html,"PVD Kavian Co. is a small-scale business consulting and financial services firm based in Tehran, specializing in accounting, financial analysis, and business advisory services for small to medium-sized enterprises."
index.html,My Role's Scope:
index.html,"As the sole data analyst and statistician in a small organization, I have had the opportunity to:"
index.html,End-to-end project ownership:
index.html,From problem definition to solution implementation and stakeholder presentation
index.html,Diverse responsibilities:
index.html,"Exposure to finance, accounting, operations, and strategic planning"
index.html,Direct impact:
index.html,"Visible, measurable effects of my analytical work on business decisions and outcomes"
index.html,Interdisciplinary collaboration:
index.html,"Working with management, accountants, and clients from various industries"
index.html,Resource constraints:
index.html,Learning to deliver high-quality results with limited tools and budget—fostering creativity and efficiency
index.html,Skills Summary
index.html,Power BI (Basic-Intermediate)
index.html,Financial Analysis
index.html,Statistical Analysis
index.html,"Python (pandas, NumPy)"
index.html,R Programming
index.html,Excel Advanced
index.html,Report Design
index.html,Financial Reporting
index.html,Relevance to Graduate Studies
index.html,Kavian HR & Payroll Dashboard
index.html,PVD Kavian Co. • Internal HR & payroll system • Local-first single-page app
index.html,HTML/JS (single-file)
index.html,Rule-based payroll engine
index.html,Offline / Local storage
index.html,Open dashboard
index.html,What it does
index.html,A local-first HR dashboard built for a small manufacturing/workshop context to
index.html,track attendance
index.html,"transparent, rule-based payroll pipeline"
index.html,". It is designed to be used on a single Windows PC in the company office, without any server setup."
index.html,"The focus is reliability and auditability: every parameter is explicit (rates, multipliers, thresholds), and the output can be validated against raw attendance records."
index.html,Core modules
index.html,Company / workshop profile:
index.html,"legal identifiers, managers, contract defaults, configurable payroll parameters."
index.html,Personnel management:
index.html,"employee profiles (ID, bank info), role/shift metadata, and per-employee overrides."
index.html,Attendance calendar (multi-month):
index.html,"day types (workday/holiday/Friday), late/early thresholds, and manual corrections with notes."
index.html,Rule-based payroll engine:
index.html,"overtime, Friday multipliers, lunch deduction, leave handling, advances, and conditional penalties."
index.html,Compliance knobs:
index.html,"labor-law rates, social security settings, payroll tax parameters (employee-level)."
index.html,Reporting & exports
index.html,Monthly summaries:
index.html,"per-employee totals (hours, overtime, deductions, net pay) and company-level rollups."
index.html,Validation checks:
index.html,"missing days, inconsistent statuses, and out-of-range inputs flagged before calculation."
index.html,Exports:
index.html,"Excel-ready outputs, printable payslips, and import/export of the full dataset for backup or transfer."
index.html,Privacy & deployment
index.html,Runs entirely in the browser
index.html,as a single HTML file (no hosting required).
index.html,Local-first storage:
index.html,data persists via browser local storage; optional import/export enables backups.
index.html,No tracking / no accounts:
index.html,designed for offline use on an internal office machine.
index.html,Where it sits in this portfolio
index.html,This dashboard is part of my
index.html,experience at PVD Kavian Co.
index.html,"A parallel, project-based practice focused on"
index.html,"clean, conversion-oriented websites"
index.html,coherent visual systems
index.html,. I handle the full pipeline from content structure and UI layout to implementation and launch readiness. My research background shows up here as an obsession with
index.html,clarity
index.html,information design
index.html,measurable usability
index.html,Web Design & Implementation
index.html,Information architecture:
index.html,"page hierarchy, navigation, and content mapping for clarity and user journeys."
index.html,Responsive UI:
index.html,"mobile-first layouts, semantic HTML, and accessible components (readability, contrast, alt text)."
index.html,WordPress delivery:
index.html,"theme selection/customization, plugin configuration, page builders when appropriate, and content modeling."
index.html,Front-end polish:
index.html,"targeted HTML/CSS/JS refinements for performance, consistency, and cross-browser behavior."
index.html,Launch readiness:
index.html,"basic performance checks, broken-link checks, and structured page metadata (Open Graph)."
index.html,Graphic & Visual Design
index.html,Brand assets:
index.html,"logo variants, typography/color choices, reusable templates, and consistent visual language."
index.html,Digital collateral:
index.html,"social media graphics, banners, thumbnails, and lightweight print-ready items."
index.html,UI assets:
index.html,icons/illustrations and image optimization for fast-loading pages.
index.html,SEO & Content Readiness
index.html,On-page foundations:
index.html,"semantic headings, meta titles/descriptions, internal linking, and image optimization."
index.html,Technical basics:
index.html,"mobile usability, crawl-friendly structure, sitemap/robots conventions when relevant."
index.html,Structured metadata:
index.html,Open Graph and JSON-LD style markup when it supports clearer indexing.
index.html,Content structure:
index.html,layout and copy organization that supports discoverability and reduces bounce.
index.html,Note: This work focuses on
index.html,SEO readiness and technical hygiene
index.html,", not “guaranteed rankings” marketing claims."
index.html,Workflow & Quality Checks
index.html,Iterative delivery:
index.html,quick drafts → feedback loops → final polish.
index.html,basic Lighthouse/DevTools checks and accessibility-minded layout choices.
index.html,Consistency:
index.html,"reusable components, spacing/type scales, and style rules to keep pages uniform."
index.html,UI layout
index.html,Branding systems
index.html,Vector/Raster editing
index.html,SEO foundations
index.html,Metadata
index.html,Performance basics
index.html,Accessibility basics
index.html,Evidence in this portfolio
index.html,This CV site and the project dashboards reflect my front-end implementation and information-design style.
index.html,Open THINK‑360+ (Live Demo)
index.html,Role Summary
index.html,Scope:
